t_hw,pos_m,setpoint_m,servo_deg
9.185,0.1822,0.15,108
9.191,0.18,0.15,112
9.196,0.1811,0.15,107
9.202,0.1807,0.15,104
9.208,0.1805,0.15,103
9.213,0.1797,0.15,102
9.219,0.1797,0.15,106
9.224,0.1797,0.15,108
9.23,0.1798,0.15,109
9.235,0.1797,0.15,110
9.241,0.1797,0.15,104
9.246,0.1797,0.15,100
9.252,0.1795,0.15,97
9.257,0.1784,0.15,96
9.263,0.1776,0.15,106
9.268,0.177,0.15,112
9.274,0.1776,0.15,116
9.279,0.177,0.15,118
9.285,0.1765,0.15,114
9.29,0.1755,0.15,112
9.296,0.1753,0.15,111
9.301,0.1753,0.15,110
9.306,0.1752,0.15,111
9.312,0.1751,0.15,111
9.317,0.1751,0.15,111
9.322,0.1751,0.15,111
9.328,0.176,0.15,100
9.334,0.1757,0.15,94
9.339,0.1765,0.15,90
9.345,0.1772,0.15,89
9.35,0.177,0.15,87
9.355,0.1775,0.15,86
9.361,0.1778,0.15,85
9.366,0.1781,0.15,85
9.372,0.1773,0.15,87
9.377,0.1777,0.15,89
9.383,0.177,0.15,89
9.388,0.1765,0.15,90
9.394,0.1761,0.15,97
9.399,0.1759,0.15,102
9.405,0.1769,0.15,105
9.41,0.177,0.15,107
9.416,0.1777,0.15,94
9.421,0.1782,0.15,88
9.427,0.1777,0.15,83
9.432,0.1766,0.15,80
9.438,0.1786,0.15,82
9.443,0.1801,0.15,82
9.448,0.1812,0.15,83
9.454,0.1799,0.15,83
9.46,0.1801,0.15,80
9.465,0.1801,0.15,78
9.47,0.1802,0.15,77
9.476,0.1803,0.15,77
9.481,0.1804,0.15,82
9.487,0.1817,0.15,85
9.493,0.182,0.15,87
9.498,0.1819,0.15,88
9.504,0.1828,0.15,78
9.509,0.1828,0.15,72
9.515,0.1834,0.15,69
9.521,0.183,0.15,67
9.526,0.1826,0.15,78
9.532,0.1818,0.15,85
9.537,0.1827,0.15,89
9.543,0.1833,0.15,91
9.548,0.1829,0.15,90
9.554,0.1826,0.15,90
9.559,0.1823,0.15,90
9.565,0.1821,0.15,90
9.57,0.1814,0.15,98
9.576,0.1815,0.15,104
9.581,0.1815,0.15,107
9.587,0.1816,0.15,109
9.593,0.181,0.15,104
9.598,0.1821,0.15,102
9.604,0.1829,0.15,100
9.609,0.1829,0.15,99
9.615,0.1814,0.15,95
9.62,0.1813,0.15,92
9.626,0.1812,0.15,90
9.632,0.1804,0.15,90
9.637,0.1804,0.15,95
9.642,0.1793,0.15,99
9.648,0.1785,0.15,101
9.653,0.1784,0.15,103
9.659,0.1788,0.15,107
9.665,0.179,0.15,110
9.67,0.1786,0.15,112
9.675,0.1789,0.15,113
9.681,0.1791,0.15,103
9.687,0.1793,0.15,98
9.692,0.1783,0.15,94
9.697,0.1775,0.15,92
9.703,0.177,0.15,103
9.708,0.1766,0.15,110
9.714,0.1762,0.15,114
9.719,0.1768,0.15,117
9.725,0.1773,0.15,106
9.73,0.178,0.15,99
9.736,0.1772,0.15,95
9.741,0.1776,0.15,93
9.747,0.1789,0.15,86
9.752,0.1782,0.15,82
9.758,0.1773,0.15,79
9.763,0.1777,0.15,78
9.769,0.178,0.15,89
9.774,0.1782,0.15,94
9.779,0.1783,0.15,98
9.785,0.1773,0.15,101
9.791,0.1765,0.15,105
9.796,0.1759,0.15,108
9.802,0.1755,0.15,109
9.807,0.1762,0.15,110
9.812,0.1769,0.15,102
9.818,0.1783,0.15,97
9.824,0.1773,0.15,94
9.829,0.1766,0.15,92
9.834,0.1771,0.15,92
9.84,0.1775,0.15,91
9.845,0.1768,0.15,91
9.851,0.1763,0.15,91
9.856,0.1759,0.15,98
9.862,0.1766,0.15,103
9.867,0.1771,0.15,105
9.873,0.1769,0.15,107
9.878,0.1774,0.15,94
9.884,0.1778,0.15,87
9.889,0.178,0.15,82
9.895,0.1782,0.15,80
9.9,0.1784,0.15,80
9.905,0.1785,0.15,81
9.911,0.1779,0.15,81
9.916,0.1781,0.15,81
9.922,0.178,0.15,88
9.927,0.1782,0.15,91
9.933,0.1777,0.15,94
9.938,0.1779,0.15,95
9.944,0.1782,0.15,94
9.949,0.1783,0.15,93
9.954,0.1775,0.15,92
9.96,0.1778,0.15,92
9.966,0.1771,0.15,98
9.971,0.1766,0.15,101
9.977,0.1771,0.15,103
9.982,0.1775,0.15,104
9.988,0.1769,0.15,101
9.993,0.1767,0.15,99
9.998,0.1773,0.15,98
10.004,0.1786,0.15,97
10.009,0.1786,0.15,88
10.015,0.1776,0.15,81
10.02,0.1768,0.15,78
10.026,0.1773,0.15,75
10.031,0.1758,0.15,96
10.037,0.1764,0.15,109
10.042,0.1758,0.15,117
10.048,0.1754,0.15,122
10.053,0.1744,0.15,118
10.059,0.1743,0.15,115
10.064,0.1742,0.15,114
10.07,0.1742,0.15,113
10.075,0.1752,0.15,101
10.08,0.1749,0.15,94
10.086,0.1768,0.15,90
10.091,0.1765,0.15,89
10.097,0.1759,0.15,87
10.102,0.1764,0.15,87
10.108,0.1767,0.15,86
10.113,0.1764,0.15,86
10.119,0.1768,0.15,85
10.124,0.1771,0.15,84
10.129,0.1773,0.15,84
10.135,0.1774,0.15,83
10.14,0.1766,0.15,88
10.146,0.1769,0.15,90
10.151,0.1762,0.15,92
10.157,0.1757,0.15,93
10.162,0.1753,0.15,100
10.168,0.175,0.15,104
10.173,0.1748,0.15,106
10.178,0.1758,0.15,108
10.184,0.1755,0.15,101
10.189,0.1763,0.15,97
10.195,0.1769,0.15,95
10.2,0.1774,0.15,93
10.206,0.1767,0.15,88
10.212,0.1766,0.15,84
10.217,0.1771,0.15,82
10.222,0.1765,0.15,81
10.228,0.1771,0.15,84
10.233,0.1769,0.15,86
10.238,0.1763,0.15,87
10.244,0.1769,0.15,88
10.25,0.1774,0.15,89
10.255,0.1777,0.15,89
10.26,0.178,0.15,89
10.266,0.1782,0.15,90
10.271,0.1777,0.15,90
10.277,0.178,0.15,90
10.282,0.1782,0.15,90
10.288,0.1783,0.15,90
10.293,0.1778,0.15,90
10.299,0.1781,0.15,90
10.304,0.1772,0.15,91
10.309,0.1776,0.15,91
10.315,0.1779,0.15,91
10.32,0.1781,0.15,91
10.325,0.1783,0.15,91
10.331,0.1784,0.15,91
10.336,0.1785,0.15,89
10.342,0.1786,0.15,88
10.347,0.1786,0.15,87
10.353,0.1787,0.15,86
10.358,0.1787,0.15,88
10.364,0.1776,0.15,89
10.369,0.1767,0.15,90
10.374,0.1761,0.15,90
10.38,0.1756,0.15,106
10.386,0.1752,0.15,116
10.391,0.1749,0.15,122
10.396,0.1747,0.15,126
10.402,0.1745,0.15,118
10.407,0.1754,0.15,114
10.413,0.1751,0.15,111
10.418,0.1767,0.15,109
10.424,0.177,0.15,90
10.429,0.1772,0.15,80
10.435,0.1774,0.15,73
10.44,0.1775,0.15,69
10.446,0.1776,0.15,75
10.451,0.1777,0.15,79
10.457,0.1778,0.15,82
10.462,0.1778,0.15,83
10.468,0.1778,0.15,86
10.473,0.1782,0.15,88
10.479,0.1781,0.15,89
10.484,0.178,0.15,90
10.489,0.178,0.15,90
10.495,0.178,0.15,90
10.5,0.1777,0.15,90
10.506,0.1778,0.15,90
10.511,0.1772,0.15,95
10.516,0.1773,0.15,98
10.522,0.1765,0.15,100
10.527,0.1768,0.15,101
10.533,0.1782,0.15,92
10.538,0.1793,0.15,87
10.544,0.179,0.15,84
10.549,0.1785,0.15,82
10.555,0.1774,0.15,90
10.56,0.1775,0.15,95
10.566,0.1775,0.15,98
10.571,0.1776,0.15,100
10.577,0.1777,0.15,95
10.582,0.1777,0.15,92
10.587,0.1777,0.15,91
10.593,0.1771,0.15,90
10.599,0.1773,0.15,93
10.604,0.1774,0.15,94
10.609,0.1775,0.15,95
10.615,0.1776,0.15,96
10.62,0.1786,0.15,89
10.626,0.1784,0.15,84
10.631,0.179,0.15,81
10.637,0.1787,0.15,79
10.642,0.1784,0.15,85
10.648,0.1783,0.15,89
10.653,0.1775,0.15,90
10.659,0.1776,0.15,92
10.664,0.1786,0.15,91
10.67,0.1784,0.15,90
10.675,0.1783,0.15,90
10.681,0.1782,0.15,90
10.686,0.1781,0.15,93
10.691,0.1781,0.15,95
10.697,0.178,0.15,96
10.702,0.1779,0.15,97
10.708,0.1779,0.15,96
10.713,0.1779,0.15,95
10.719,0.1779,0.15,94
10.724,0.1779,0.15,94
10.729,0.1778,0.15,94
10.735,0.1779,0.15,93
10.74,0.1779,0.15,93
10.745,0.1778,0.15,93
10.751,0.1788,0.15,88
10.757,0.1795,0.15,85
10.762,0.179,0.15,83
10.768,0.1796,0.15,82
10.773,0.1795,0.15,82
10.779,0.18,0.15,83
10.784,0.1804,0.15,83
10.79,0.1807,0.15,83
10.795,0.1798,0.15,85
10.801,0.1781,0.15,86
10.806,0.179,0.15,87
10.812,0.1797,0.15,87
10.817,0.178,0.15,97
10.823,0.1779,0.15,104
10.828,0.1788,0.15,108
10.834,0.1784,0.15,110
10.839,0.1792,0.15,97
10.844,0.1777,0.15,90
10.85,0.1787,0.15,85
10.855,0.1784,0.15,82
10.861,0.179,0.15,87
10.866,0.1775,0.15,90
10.872,0.1779,0.15,90
10.877,0.1777,0.15,92
10.883,0.1787,0.15,93
10.888,0.1784,0.15,94
10.893,0.1774,0.15,94
10.899,0.1773,0.15,95
10.904,0.1772,0.15,101
10.91,0.1771,0.15,105
10.916,0.177,0.15,107
10.921,0.177,0.15,108
10.927,0.177,0.15,102
10.932,0.1775,0.15,99
10.937,0.1773,0.15,97
10.943,0.1772,0.15,96
10.948,0.1759,0.15,99
10.953,0.1744,0.15,101
10.959,0.1747,0.15,103
10.965,0.175,0.15,104
10.97,0.1752,0.15,102
10.976,0.1754,0.15,102
10.981,0.1755,0.15,101
10.986,0.1756,0.15,101
10.992,0.1757,0.15,95
10.997,0.1758,0.15,91
11.003,0.1748,0.15,90
11.008,0.1741,0.15,89
11.014,0.1728,0.15,104
11.019,0.1724,0.15,114
11.024,0.1721,0.15,119
11.03,0.1719,0.15,123
11.035,0.1717,0.15,116
11.041,0.1716,0.15,113
11.046,0.1715,0.15,110
11.051,0.1708,0.15,109
11.057,0.1709,0.15,106
11.062,0.171,0.15,105
11.067,0.1711,0.15,104
11.073,0.1711,0.15,104
11.078,0.1712,0.15,98
11.084,0.1712,0.15,95
11.089,0.1721,0.15,93
11.094,0.1728,0.15,92
11.1,0.1724,0.15,87
11.105,0.1731,0.15,83
11.111,0.1729,0.15,81
11.116,0.1735,0.15,79
11.121,0.1729,0.15,83
11.127,0.1734,0.15,85
11.132,0.1732,0.15,86
11.138,0.1739,0.15,86
11.143,0.1742,0.15,83
11.148,0.1734,0.15,80
11.153,0.1722,0.15,79
11.159,0.172,0.15,78
11.165,0.1718,0.15,95
11.17,0.1729,0.15,106
11.175,0.1737,0.15,112
11.181,0.1743,0.15,116
11.186,0.1747,0.15,92
11.192,0.1749,0.15,78
11.197,0.1753,0.15,70
11.202,0.1755,0.15,64
11.208,0.1756,0.15,71
11.214,0.175,0.15,75
11.219,0.1753,0.15,78
11.224,0.1755,0.15,79
11.23,0.1756,0.15,84
11.235,0.1757,0.15,87
11.241,0.1758,0.15,89
11.246,0.1759,0.15,90
11.251,0.1753,0.15,91
11.257,0.1755,0.15,93
11.262,0.1756,0.15,94
11.268,0.1757,0.15,95
11.273,0.1758,0.15,91
11.279,0.1759,0.15,89
11.284,0.1759,0.15,88
11.29,0.1759,0.15,87
11.295,0.176,0.15,88
11.3,0.176,0.15,89
11.306,0.176,0.15,89
11.311,0.175,0.15,90
11.317,0.1741,0.15,99
11.322,0.1735,0.15,105
11.328,0.173,0.15,109
11.333,0.1719,0.15,111
11.339,0.1718,0.15,115
11.344,0.1716,0.15,118
11.349,0.1716,0.15,119
11.355,0.1715,0.15,120
11.36,0.1724,0.15,106
11.366,0.1721,0.15,97
11.371,0.1722,0.15,92
11.376,0.1729,0.15,90
11.382,0.1734,0.15,86
11.387,0.1727,0.15,83
11.392,0.1715,0.15,82
11.398,0.1712,0.15,81
11.403,0.171,0.15,97
11.409,0.1709,0.15,107
11.414,0.1707,0.15,114
11.419,0.1716,0.15,117
11.425,0.1713,0.15,106
11.43,0.172,0.15,99
11.435,0.1726,0.15,95
11.441,0.173,0.15,92
11.446,0.1733,0.15,83
11.451,0.1728,0.15,77
11.457,0.1732,0.15,73
11.462,0.1734,0.15,71
11.468,0.1736,0.15,78
11.473,0.1731,0.15,82
11.479,0.1721,0.15,85
11.484,0.1715,0.15,86
11.489,0.171,0.15,101
11.495,0.1711,0.15,110
11.5,0.1707,0.15,116
11.506,0.1703,0.15,119
11.511,0.1701,0.15,113
11.516,0.1699,0.15,109
11.522,0.1697,0.15,107
11.527,0.1696,0.15,106
11.533,0.1696,0.15,103
11.538,0.1704,0.15,102
11.543,0.1712,0.15,101
11.549,0.1716,0.15,100
11.554,0.1714,0.15,89
11.559,0.1718,0.15,81
11.565,0.1721,0.15,77
11.57,0.1723,0.15,74
11.576,0.1726,0.15,76
11.581,0.1737,0.15,76
11.586,0.1745,0.15,77
11.592,0.1744,0.15,77
11.597,0.175,0.15,71
11.603,0.1755,0.15,67
11.608,0.1748,0.15,64
11.613,0.1747,0.15,63
11.619,0.1753,0.15,73
11.624,0.1757,0.15,80
11.629,0.176,0.15,83
11.635,0.1762,0.15,85
11.64,0.1764,0.15,82
11.646,0.1765,0.15,80
11.651,0.1751,0.15,79
11.656,0.1755,0.15,79
11.662,0.1749,0.15,90
11.667,0.1755,0.15,98
11.673,0.1752,0.15,102
11.678,0.1747,0.15,105
11.684,0.1743,0.15,103
11.689,0.174,0.15,101
11.694,0.1732,0.15,100
11.7,0.1753,0.15,100
11.705,0.1757,0.15,90
11.711,0.176,0.15,83
11.716,0.1751,0.15,79
11.721,0.1744,0.15,77
11.727,0.1739,0.15,91
11.732,0.1735,0.15,100
11.738,0.1732,0.15,105
11.743,0.1729,0.15,108
11.749,0.1727,0.15,107
11.754,0.1726,0.15,107
11.76,0.1724,0.15,106
11.765,0.1724,0.15,106
11.77,0.1733,0.15,97
11.775,0.1719,0.15,92
11.781,0.1717,0.15,90
11.786,0.1716,0.15,88
11.792,0.1709,0.15,101
11.797,0.171,0.15,109
11.802,0.171,0.15,114
11.808,0.1699,0.15,117
11.813,0.1685,0.15,119
11.818,0.168,0.15,121
11.824,0.1679,0.15,122
11.829,0.1685,0.15,122
11.834,0.168,0.15,113
11.84,0.1686,0.15,107
11.845,0.169,0.15,104
11.85,0.1694,0.15,102
11.856,0.1696,0.15,90
11.861,0.1686,0.15,84
11.866,0.1678,0.15,79
11.872,0.1676,0.15,77
11.877,0.168,0.15,90
11.882,0.1683,0.15,99
11.888,0.1686,0.15,105
11.893,0.1681,0.15,108
11.898,0.1684,0.15,99
11.904,0.1686,0.15,95
11.909,0.1698,0.15,92
11.914,0.17,0.15,90
11.92,0.1708,0.15,80
11.925,0.1703,0.15,73
11.93,0.1699,0.15,69
11.935,0.1695,0.15,66
11.941,0.1692,0.15,85
11.946,0.169,0.15,95
11.951,0.1682,0.15,102
11.957,0.1683,0.15,106
11.962,0.1683,0.15,105
11.968,0.1683,0.15,104
11.973,0.1676,0.15,104
11.978,0.1678,0.15,104
11.983,0.168,0.15,101
11.988,0.1681,0.15,99
11.994,0.1684,0.15,98
11.999,0.1685,0.15,98
12.004,0.1684,0.15,93
12.01,0.1684,0.15,90
12.015,0.1694,0.15,90
12.02,0.1692,0.15,89
12.026,0.1679,0.15,92
12.031,0.1669,0.15,95
12.036,0.1661,0.15,96
12.042,0.1676,0.15,97
12.047,0.1668,0.15,101
12.052,0.1659,0.15,103
12.058,0.1666,0.15,105
12.063,0.1668,0.15,105
12.068,0.166,0.15,104
12.073,0.1657,0.15,104
12.079,0.1661,0.15,103
12.084,0.1655,0.15,103
12.089,0.166,0.15,99
12.095,0.1657,0.15,97
12.1,0.1661,0.15,95
12.105,0.1664,0.15,94
12.111,0.1667,0.15,90
12.115,0.1669,0.15,89
12.121,0.167,0.15,87
12.126,0.1671,0.15,86
12.131,0.1666,0.15,90
12.137,0.1668,0.15,91
12.142,0.167,0.15,92
12.147,0.1671,0.15,93
12.153,0.1672,0.15,90
12.158,0.1672,0.15,89
12.163,0.1673,0.15,88
12.168,0.1673,0.15,87
12.174,0.1667,0.15,91
12.179,0.1669,0.15,94
12.184,0.1671,0.15,96
12.19,0.1662,0.15,97
12.195,0.1671,0.15,93
12.2,0.1674,0.15,91
12.206,0.1686,0.15,90
12.211,0.1686,0.15,90
12.216,0.1695,0.15,79
12.221,0.1702,0.15,72
12.226,0.1686,0.15,68
12.232,0.1689,0.15,66
12.237,0.1676,0.15,86
12.243,0.1667,0.15,97
12.248,0.1659,0.15,105
12.253,0.1648,0.15,109
12.259,0.1645,0.15,118
12.264,0.1655,0.15,124
12.269,0.1672,0.15,127
12.275,0.1663,0.15,129
12.28,0.1669,0.15,103
12.285,0.1682,0.15,88
12.29,0.167,0.15,78
12.296,0.1672,0.15,72
12.301,0.1663,0.15,83
12.306,0.1656,0.15,90
12.311,0.1655,0.15,93
12.316,0.165,0.15,95
12.322,0.1648,0.15,102
12.327,0.1655,0.15,106
12.333,0.166,0.15,108
12.338,0.1664,0.15,109
12.343,0.1667,0.15,93
12.349,0.1659,0.15,85
12.354,0.1663,0.15,79
12.359,0.1666,0.15,75
12.364,0.1659,0.15,87
12.37,0.1663,0.15,92
12.375,0.1656,0.15,96
12.38,0.1661,0.15,99
12.386,0.1664,0.15,93
12.391,0.1667,0.15,90
12.396,0.1669,0.15,89
12.401,0.167,0.15,88
12.407,0.1671,0.15,87
12.412,0.1666,0.15,86
12.417,0.1668,0.15,85
12.422,0.166,0.15,85
12.428,0.1664,0.15,91
12.433,0.166,0.15,95
12.438,0.1664,0.15,98
12.444,0.1667,0.15,100
12.449,0.1662,0.15,98
12.454,0.1655,0.15,96
12.46,0.166,0.15,96
12.465,0.1664,0.15,95
12.47,0.166,0.15,95
12.476,0.1657,0.15,95
12.48,0.1652,0.15,95
12.486,0.1659,0.15,95
12.491,0.1662,0.15,92
12.496,0.1665,0.15,91
12.502,0.1668,0.15,90
12.507,0.167,0.15,90
12.512,0.1664,0.15,90
12.517,0.1667,0.15,90
12.522,0.1669,0.15,90
12.528,0.167,0.15,90
12.533,0.1671,0.15,88
12.539,0.1672,0.15,86
12.544,0.1673,0.15,85
12.549,0.1674,0.15,85
12.554,0.1668,0.15,90
12.559,0.1669,0.15,92
12.565,0.1671,0.15,94
12.57,0.1671,0.15,95
12.575,0.1666,0.15,95
12.58,0.1668,0.15,95
12.585,0.1669,0.15,95
12.591,0.1663,0.15,95
12.596,0.1657,0.15,98
12.601,0.1661,0.15,100
12.607,0.1665,0.15,102
12.612,0.1658,0.15,102
12.617,0.1663,0.15,95
12.623,0.1666,0.15,91
12.628,0.1662,0.15,89
12.633,0.1665,0.15,88
12.639,0.1668,0.15,87
12.644,0.167,0.15,87
12.649,0.1671,0.15,87
12.654,0.1672,0.15,87
12.66,0.1672,0.15,87
12.664,0.1673,0.15,87
12.67,0.1673,0.15,87
12.675,0.1668,0.15,87
12.68,0.1669,0.15,90
12.686,0.167,0.15,92
12.691,0.1671,0.15,93
12.696,0.1672,0.15,94
12.701,0.1673,0.15,91
12.707,0.1674,0.15,90
12.712,0.1675,0.15,89
12.717,0.1675,0.15,89
12.723,0.1674,0.15,90
12.728,0.1675,0.15,90
12.733,0.1675,0.15,90
12.738,0.1666,0.15,90
12.744,0.1668,0.15,93
12.749,0.167,0.15,96
12.754,0.1661,0.15,97
12.759,0.1665,0.15,98
12.765,0.1667,0.15,96
12.77,0.1669,0.15,95
12.775,0.1665,0.15,94
12.78,0.1667,0.15,94
12.786,0.1669,0.15,92
12.791,0.1671,0.15,91
12.796,0.1672,0.15,90
12.801,0.1673,0.15,90
12.807,0.1673,0.15,89
12.812,0.1668,0.15,89
12.818,0.1669,0.15,88
12.823,0.1671,0.15,88
12.828,0.1672,0.15,90
12.833,0.1672,0.15,91
12.839,0.1674,0.15,92
12.844,0.1674,0.15,93
12.849,0.1675,0.15,91
12.855,0.1674,0.15,90
12.86,0.1674,0.15,90
12.864,0.1674,0.15,89
12.87,0.1674,0.15,90
12.875,0.1668,0.15,91
12.881,0.167,0.15,91
12.886,0.1671,0.15,91
12.891,0.1672,0.15,92
12.896,0.1673,0.15,93
12.902,0.1674,0.15,94
12.907,0.1674,0.15,94
12.912,0.1668,0.15,95
12.918,0.1669,0.15,96
12.922,0.1662,0.15,96
12.928,0.1665,0.15,96
12.933,0.1667,0.15,95
12.939,0.1669,0.15,94
12.944,0.1671,0.15,93
12.949,0.1672,0.15,93
12.954,0.1667,0.15,93
12.959,0.1668,0.15,93
12.965,0.1671,0.15,93
12.97,0.1672,0.15,93
12.975,0.1666,0.15,93
12.98,0.1668,0.15,92
12.986,0.1669,0.15,92
12.991,0.1671,0.15,92
12.996,0.1671,0.15,90
13.002,0.1673,0.15,88
13.007,0.1673,0.15,87
13.012,0.1667,0.15,86
13.017,0.1669,0.15,90
13.023,0.1671,0.15,91
13.028,0.1672,0.15,92
13.033,0.1672,0.15,93
13.039,0.1673,0.15,90
13.044,0.1674,0.15,89
13.049,0.1674,0.15,88
13.055,0.1668,0.15,88
13.06,0.167,0.15,90
13.065,0.1672,0.15,92
13.07,0.1673,0.15,93
13.075,0.1667,0.15,94
13.081,0.167,0.15,93
13.086,0.1661,0.15,93
13.091,0.1664,0.15,92
13.097,0.1667,0.15,92
13.102,0.1669,0.15,92
13.107,0.167,0.15,92
13.112,0.1665,0.15,92
13.117,0.1667,0.15,92
13.123,0.166,0.15,96
13.128,0.1664,0.15,99
13.133,0.1666,0.15,100
13.139,0.1668,0.15,101
13.144,0.167,0.15,92
13.149,0.1671,0.15,88
13.154,0.1665,0.15,84
13.16,0.1667,0.15,83
13.165,0.167,0.15,86
13.17,0.1671,0.15,89
13.176,0.1666,0.15,90
13.181,0.1668,0.15,90
13.186,0.167,0.15,90
13.191,0.1671,0.15,91
13.197,0.1672,0.15,91
13.202,0.1672,0.15,91
13.207,0.1673,0.15,90
13.212,0.1667,0.15,89
13.218,0.167,0.15,89
13.223,0.1671,0.15,89
13.228,0.1672,0.15,90
13.233,0.1672,0.15,91
13.239,0.1674,0.15,91
13.244,0.1674,0.15,92
13.249,0.1674,0.15,90
13.254,0.1668,0.15,90
13.26,0.167,0.15,89
13.265,0.1671,0.15,89
13.27,0.1672,0.15,91
13.275,0.1673,0.15,92
13.281,0.1673,0.15,93
13.286,0.1674,0.15,93
13.291,0.1674,0.15,91
13.297,0.1674,0.15,90
13.302,0.1674,0.15,90
13.307,0.1674,0.15,90
13.312,0.1671,0.15,91
13.318,0.1671,0.15,93
13.323,0.1672,0.15,94
13.328,0.1673,0.15,94
13.333,0.1673,0.15,91
13.339,0.1674,0.15,90
13.344,0.1674,0.15,90
13.349,0.1674,0.15,89
13.355,0.1668,0.15,92
13.36,0.167,0.15,94
13.365,0.1671,0.15,96
13.37,0.1672,0.15,97
13.376,0.1667,0.15,95
13.381,0.1669,0.15,94
13.386,0.167,0.15,93
13.391,0.1671,0.15,93
13.397,0.1672,0.15,90
13.402,0.1673,0.15,88
13.407,0.1673,0.15,86
13.412,0.1667,0.15,86
13.417,0.1669,0.15,90
13.423,0.167,0.15,91
13.428,0.1672,0.15,93
13.433,0.1672,0.15,94
13.439,0.1673,0.15,91
13.444,0.1673,0.15,90
13.449,0.1673,0.15,89
13.454,0.1667,0.15,88
13.46,0.1661,0.15,94
13.465,0.1664,0.15,99
13.471,0.1667,0.15,102
13.476,0.1663,0.15,103
13.481,0.1666,0.15,96
13.486,0.1669,0.15,91
13.492,0.167,0.15,90
13.497,0.1671,0.15,88
13.502,0.1673,0.15,86
13.508,0.1674,0.15,85
13.513,0.1667,0.15,84
13.518,0.1669,0.15,84
13.523,0.1671,0.15,88
13.529,0.1672,0.15,90
13.534,0.1667,0.15,91
13.539,0.1668,0.15,92
13.545,0.167,0.15,92
13.55,0.1671,0.15,92
13.555,0.1672,0.15,92
13.56,0.1672,0.15,92
13.565,0.1673,0.15,90
13.57,0.1673,0.15,90
13.576,0.167,0.15,89
13.581,0.1672,0.15,88
13.586,0.1672,0.15,90
13.592,0.1673,0.15,90
13.597,0.1673,0.15,90
13.602,0.1673,0.15,90
13.607,0.1674,0.15,90
13.612,0.1668,0.15,90
13.618,0.1669,0.15,90
13.623,0.1671,0.15,90
13.628,0.1671,0.15,91
13.634,0.1672,0.15,92
13.639,0.1673,0.15,92
13.644,0.1673,0.15,93
13.649,0.1674,0.15,91
13.655,0.1673,0.15,90
13.66,0.1673,0.15,90
13.665,0.1673,0.15,89
13.671,0.1674,0.15,90
13.676,0.1667,0.15,90
13.681,0.1669,0.15,90
13.686,0.167,0.15,90
13.691,0.1672,0.15,91
13.697,0.1673,0.15,92
13.702,0.1673,0.15,92
13.707,0.1674,0.15,92
13.713,0.1667,0.15,94
13.718,0.1669,0.15,95
13.723,0.1671,0.15,95
13.728,0.1672,0.15,95
13.734,0.1672,0.15,91
13.739,0.1673,0.15,89
13.744,0.1674,0.15,88
13.749,0.1674,0.15,87
13.755,0.1667,0.15,90
13.76,0.1669,0.15,93
13.765,0.167,0.15,94
13.771,0.1671,0.15,95
13.776,0.1666,0.15,94
13.781,0.1668,0.15,93
13.787,0.167,0.15,93
13.792,0.1671,0.15,93
13.797,0.1672,0.15,90
13.802,0.1673,0.15,87
13.807,0.1673,0.15,86
13.813,0.1667,0.15,85
13.818,0.1669,0.15,89
13.823,0.167,0.15,90
13.829,0.1672,0.15,92
13.834,0.1672,0.15,92
13.839,0.1673,0.15,90
13.845,0.1673,0.15,89
13.85,0.1674,0.15,88
13.855,0.1668,0.15,87
13.86,0.167,0.15,90
13.866,0.1671,0.15,91
13.871,0.1672,0.15,93
13.876,0.1666,0.15,94
13.881,0.1668,0.15,93
13.887,0.167,0.15,92
13.892,0.1671,0.15,92
13.897,0.1672,0.15,92
13.902,0.1672,0.15,90
13.908,0.1673,0.15,89
13.913,0.1674,0.15,88
13.918,0.1674,0.15,87
13.924,0.1675,0.15,87
13.929,0.1675,0.15,88
13.934,0.1668,0.15,88
13.939,0.167,0.15,88
13.945,0.1671,0.15,90
13.95,0.1672,0.15,92
13.955,0.1673,0.15,93
13.96,0.1674,0.15,94
13.966,0.1674,0.15,91
13.971,0.1674,0.15,90
13.976,0.1668,0.15,89
13.982,0.1669,0.15,88
13.987,0.1673,0.15,90
13.992,0.1674,0.15,90
13.997,0.1674,0.15,90
14.003,0.1674,0.15,90
14.008,0.1674,0.15,90
14.013,0.1668,0.15,90
14.018,0.167,0.15,90
14.024,0.1671,0.15,90
14.029,0.1672,0.15,91
14.034,0.1672,0.15,92
14.039,0.1673,0.15,92
14.044,0.1673,0.15,92
14.05,0.1673,0.15,91
14.055,0.1667,0.15,90
14.06,0.1669,0.15,90
14.066,0.167,0.15,89
14.071,0.1672,0.15,90
14.076,0.1666,0.15,90
14.082,0.1669,0.15,91
14.087,0.167,0.15,91
14.092,0.1672,0.15,91
14.097,0.1672,0.15,91
14.103,0.1673,0.15,90
14.108,0.1673,0.15,90
14.113,0.1668,0.15,92
14.118,0.167,0.15,93
14.124,0.1671,0.15,94
14.129,0.1672,0.15,94
14.134,0.1672,0.15,90
14.139,0.1673,0.15,88
14.145,0.1674,0.15,87
14.15,0.1674,0.15,86
14.155,0.1668,0.15,90
14.161,0.167,0.15,92
14.166,0.1672,0.15,93
14.171,0.1672,0.15,94
14.176,0.1667,0.15,93
14.182,0.1669,0.15,92
14.187,0.1671,0.15,92
14.192,0.1672,0.15,92
14.197,0.1673,0.15,89
14.202,0.1673,0.15,87
14.208,0.1673,0.15,85
14.213,0.1667,0.15,85
