t_hw,pos_m,setpoint_m,servo_deg
23.535,0.1501,0.15,96
23.54,0.1502,0.15,96
23.545,0.1504,0.15,96
23.549,0.1504,0.15,96
23.554,0.1505,0.15,96
23.559,0.1505,0.15,96
23.564,0.1496,0.15,96
23.569,0.1488,0.15,96
23.574,0.1493,0.15,96
23.579,0.1489,0.15,96
23.584,0.1477,0.15,96
23.588,0.1475,0.15,96
23.593,0.1473,0.15,96
23.598,0.1482,0.15,96
23.603,0.1487,0.15,96
23.608,0.1492,0.15,96
23.612,0.1486,0.15,96
23.618,0.1491,0.15,96
23.622,0.149,0.15,96
23.627,0.1494,0.15,96
23.632,0.1488,0.15,96
23.637,0.1483,0.15,96
23.642,0.1482,0.15,96
23.647,0.1479,0.15,96
23.652,0.1486,0.15,96
23.656,0.1481,0.15,96
23.661,0.1487,0.15,96
23.666,0.1492,0.15,96
23.671,0.1495,0.15,96
23.676,0.1488,0.15,96
23.681,0.1486,0.15,96
23.686,0.1491,0.15,96
23.691,0.1495,0.15,96
23.696,0.1498,0.15,96
23.701,0.1491,0.15,96
23.705,0.1485,0.15,96
23.71,0.1481,0.15,96
23.715,0.1478,0.15,96
23.72,0.1485,0.15,96
23.724,0.1491,0.15,96
23.73,0.1495,0.15,96
23.734,0.1497,0.15,96
23.739,0.149,0.15,96
23.744,0.1494,0.15,96
23.749,0.1497,0.15,96
23.754,0.1499,0.15,96
23.759,0.15,0.15,96
23.764,0.1502,0.15,96
23.769,0.1494,0.15,96
23.773,0.1488,0.15,96
23.778,0.1493,0.15,96
23.783,0.1496,0.15,96
23.788,0.1499,0.15,96
23.793,0.1501,0.15,96
23.798,0.1502,0.15,96
23.803,0.1487,0.15,96
23.808,0.1491,0.15,96
23.812,0.1495,0.15,96
23.817,0.1498,0.15,96
23.822,0.1494,0.15,96
23.827,0.1488,0.15,96
23.832,0.1493,0.15,96
23.836,0.1496,0.15,96
23.841,0.1501,0.15,96
23.846,0.1493,0.15,96
23.851,0.1508,0.15,96
23.856,0.1498,0.15,96
23.861,0.1493,0.15,96
23.866,0.1497,0.15,96
23.87,0.1499,0.15,96
23.875,0.1491,0.15,96
23.88,0.1485,0.15,96
23.885,0.1502,0.15,96
23.89,0.1503,0.15,96
23.895,0.1504,0.15,96
23.9,0.1516,0.15,96
23.905,0.1514,0.15,96
23.91,0.1514,0.15,96
23.915,0.1512,0.15,96
23.92,0.151,0.15,96
23.925,0.151,0.15,96
23.929,0.1508,0.15,96
23.934,0.1508,0.15,96
23.939,0.1507,0.15,96
23.944,0.1503,0.15,96
23.949,0.1504,0.15,96
23.953,0.1505,0.15,96
23.958,0.1496,0.15,96
23.964,0.1499,0.15,96
23.968,0.1501,0.15,96
23.973,0.1504,0.15,96
23.978,0.1505,0.15,96
23.983,0.1489,0.15,96
23.988,0.1486,0.15,96
23.993,0.1491,0.15,96
23.998,0.1485,0.15,96
24.002,0.1486,0.15,96
24.007,0.1491,0.15,96
24.012,0.1485,0.15,96
24.017,0.148,0.15,96
24.022,0.1477,0.15,96
24.026,0.1477,0.15,96
24.032,0.1484,0.15,96
24.036,0.148,0.15,96
24.041,0.1482,0.15,96
24.046,0.1481,0.15,96
24.051,0.1477,0.15,96
24.055,0.1474,0.15,96
24.061,0.1476,0.15,96
24.066,0.1473,0.15,96
24.07,0.1482,0.15,96
24.075,0.1488,0.15,96
24.08,0.1492,0.15,96
24.085,0.1495,0.15,96
24.09,0.1489,0.15,96
24.095,0.1493,0.15,96
24.1,0.1498,0.15,96
24.104,0.1491,0.15,96
24.109,0.1495,0.15,96
24.114,0.1498,0.15,96
24.119,0.1493,0.15,96
24.124,0.1489,0.15,96
24.129,0.1494,0.15,96
24.133,0.1497,0.15,96
24.139,0.1489,0.15,96
24.144,0.1488,0.15,96
24.148,0.1492,0.15,96
24.153,0.1496,0.15,96
24.158,0.1498,0.15,96
24.163,0.1493,0.15,96
24.168,0.1487,0.15,96
24.173,0.1492,0.15,96
24.177,0.1495,0.15,96
24.182,0.1489,0.15,96
24.187,0.1493,0.15,96
24.192,0.1499,0.15,96
24.197,0.1501,0.15,96
24.202,0.1502,0.15,96
24.206,0.1503,0.15,96
24.212,0.1495,0.15,96
24.216,0.1497,0.15,96
24.221,0.1495,0.15,96
24.226,0.151,0.15,96
24.231,0.152,0.15,96
24.236,0.1507,0.15,96
24.241,0.1503,0.15,96
24.245,0.1505,0.15,96
24.25,0.1498,0.15,96
24.255,0.15,0.15,96
24.26,0.1492,0.15,96
24.265,0.1495,0.15,96
24.27,0.1489,0.15,96
24.275,0.1493,0.15,96
24.28,0.1496,0.15,96
24.285,0.1498,0.15,96
24.289,0.15,0.15,96
24.294,0.1495,0.15,96
24.299,0.1488,0.15,96
24.304,0.1486,0.15,96
24.309,0.1491,0.15,96
24.314,0.1494,0.15,96
24.319,0.1498,0.15,96
24.324,0.1499,0.15,96
24.328,0.1513,0.15,96
24.333,0.1504,0.15,96
24.338,0.1495,0.15,96
24.343,0.1488,0.15,96
24.348,0.1484,0.15,96
24.353,0.149,0.15,96
24.357,0.1487,0.15,96
24.362,0.1481,0.15,96
24.367,0.1487,0.15,96
24.372,0.1483,0.15,96
24.377,0.1489,0.15,96
24.382,0.1484,0.15,96
24.387,0.1489,0.15,96
24.392,0.1495,0.15,96
24.397,0.1488,0.15,96
24.401,0.1493,0.15,96
24.406,0.1496,0.15,96
24.411,0.1499,0.15,96
24.417,0.15,0.15,96
24.421,0.151,0.15,96
24.426,0.1509,0.15,96
24.431,0.152,0.15,96
24.436,0.1519,0.15,96
24.441,0.1516,0.15,96
24.445,0.1504,0.15,96
24.45,0.1495,0.15,96
24.455,0.1488,0.15,96
24.46,0.1485,0.15,96
24.465,0.148,0.15,96
24.47,0.1487,0.15,96
24.475,0.1492,0.15,96
24.48,0.1485,0.15,96
24.484,0.1486,0.15,96
24.489,0.1491,0.15,96
24.494,0.1487,0.15,96
24.499,0.1494,0.15,96
24.504,0.148,0.15,96
24.509,0.1498,0.15,96
24.513,0.15,0.15,96
24.518,0.1493,0.15,96
24.523,0.1494,0.15,96
24.528,0.1497,0.15,96
24.533,0.1502,0.15,96
24.538,0.1493,0.15,96
24.543,0.149,0.15,96
24.548,0.1484,0.15,96
24.553,0.1481,0.15,96
24.557,0.1487,0.15,96
24.562,0.1483,0.15,96
24.567,0.1488,0.15,96
24.572,0.1484,0.15,96
24.576,0.149,0.15,96
24.582,0.1484,0.15,96
24.587,0.1501,0.15,96
24.591,0.1493,0.15,96
24.596,0.1497,0.15,96
24.601,0.1493,0.15,96
24.606,0.1486,0.15,96
24.611,0.1491,0.15,96
24.616,0.1497,0.15,96
24.621,0.149,0.15,96
24.626,0.1484,0.15,96
24.63,0.1492,0.15,96
24.635,0.1497,0.15,96
24.64,0.1499,0.15,96
24.645,0.1501,0.15,96
24.65,0.1503,0.15,96
24.655,0.1494,0.15,96
24.659,0.1497,0.15,96
24.664,0.149,0.15,96
24.669,0.1494,0.15,96
24.674,0.1497,0.15,96
24.679,0.1499,0.15,96
24.684,0.1494,0.15,96
24.689,0.1488,0.15,96
24.694,0.1495,0.15,96
24.699,0.1498,0.15,96
24.704,0.15,0.15,96
24.708,0.1493,0.15,96
24.713,0.1489,0.15,96
24.718,0.1484,0.15,96
24.723,0.1479,0.15,96
24.728,0.1476,0.15,96
24.733,0.1484,0.15,96
24.738,0.1479,0.15,96
24.743,0.1482,0.15,96
24.747,0.1478,0.15,96
24.752,0.1486,0.15,96
24.757,0.1491,0.15,96
24.762,0.1495,0.15,96
24.767,0.1498,0.15,96
24.772,0.15,0.15,96
24.777,0.1494,0.15,96
24.782,0.1482,0.15,96
24.786,0.1478,0.15,96
24.792,0.1485,0.15,96
24.796,0.148,0.15,96
24.801,0.1487,0.15,96
24.806,0.1492,0.15,96
24.81,0.1488,0.15,96
24.816,0.1493,0.15,96
24.82,0.1496,0.15,96
24.825,0.1489,0.15,96
24.83,0.1486,0.15,96
24.835,0.1492,0.15,96
24.84,0.1495,0.15,96
24.844,0.1492,0.15,96
24.85,0.1496,0.15,96
24.855,0.1498,0.15,96
24.859,0.1501,0.15,96
24.864,0.1486,0.15,96
24.869,0.1483,0.15,96
24.874,0.1488,0.15,96
24.878,0.1483,0.15,96
24.884,0.1479,0.15,96
24.888,0.1485,0.15,96
24.893,0.1481,0.15,96
24.898,0.1487,0.15,96
24.903,0.1482,0.15,96
24.908,0.1488,0.15,96
24.912,0.1483,0.15,96
24.918,0.1489,0.15,96
24.922,0.1483,0.15,96
24.927,0.1489,0.15,96
24.932,0.1493,0.15,96
24.937,0.1496,0.15,96
24.942,0.1492,0.15,96
24.947,0.1495,0.15,96
24.952,0.1498,0.15,96
24.956,0.1491,0.15,96
24.961,0.1488,0.15,96
24.966,0.1493,0.15,96
24.971,0.1487,0.15,96
24.976,0.1483,0.15,96
24.981,0.1482,0.15,96
24.986,0.1478,0.15,96
24.991,0.1485,0.15,96
24.995,0.149,0.15,96
25,0.1484,0.15,96
25.005,0.1501,0.15,96
25.01,0.1493,0.15,96
25.015,0.1496,0.15,96
25.02,0.1498,0.15,96
25.024,0.1494,0.15,96
25.03,0.1497,0.15,96
25.034,0.1491,0.15,96
25.039,0.1487,0.15,96
25.044,0.1492,0.15,96
25.049,0.1498,0.15,96
25.054,0.15,0.15,96
25.059,0.1503,0.15,96
25.064,0.1505,0.15,96
25.069,0.1508,0.15,96
25.073,0.1498,0.15,96
25.078,0.15,0.15,96
25.083,0.1509,0.15,96
25.088,0.1499,0.15,96
25.093,0.1491,0.15,96
25.098,0.1485,0.15,96
25.103,0.1481,0.15,96
25.108,0.1487,0.15,96
25.113,0.1492,0.15,96
25.117,0.1488,0.15,96
25.122,0.1488,0.15,96
25.127,0.1504,0.15,96
25.132,0.1504,0.15,96
25.137,0.1499,0.15,96
25.142,0.1494,0.15,96
25.147,0.1497,0.15,96
25.152,0.1499,0.15,96
25.156,0.1501,0.15,96
25.161,0.1502,0.15,96
25.166,0.1503,0.15,96
25.171,0.1504,0.15,96
25.176,0.1516,0.15,96
25.181,0.1504,0.15,96
25.186,0.1495,0.15,96
25.191,0.149,0.15,96
25.195,0.1485,0.15,96
25.2,0.1492,0.15,96
25.205,0.1485,0.15,96
25.21,0.1493,0.15,96
25.215,0.1487,0.15,96
25.22,0.1482,0.15,96
25.224,0.1488,0.15,96
25.229,0.1495,0.15,96
25.234,0.1487,0.15,96
25.239,0.1482,0.15,96
25.244,0.1478,0.15,96
25.249,0.1488,0.15,96
25.254,0.1493,0.15,96
25.259,0.1496,0.15,96
25.264,0.1495,0.15,96
25.268,0.1498,0.15,96
25.273,0.15,0.15,96
25.278,0.1492,0.15,96
25.283,0.1492,0.15,96
25.288,0.1486,0.15,96
25.293,0.1491,0.15,96
25.298,0.1487,0.15,96
25.303,0.1494,0.15,96
25.307,0.1497,0.15,96
25.312,0.1499,0.15,96
25.317,0.1501,0.15,96
25.322,0.1491,0.15,96
25.327,0.1506,0.15,96
25.332,0.1509,0.15,96
25.337,0.1498,0.15,96
25.342,0.1494,0.15,96
25.347,0.1499,0.15,96
25.352,0.1501,0.15,96
25.356,0.1492,0.15,96
25.361,0.1486,0.15,96
25.366,0.1493,0.15,96
25.371,0.1489,0.15,96
25.376,0.1494,0.15,96
25.381,0.1497,0.15,96
25.386,0.1499,0.15,96
25.39,0.1501,0.15,96
25.395,0.1502,0.15,96
25.4,0.1497,0.15,96
25.405,0.1496,0.15,96
25.41,0.1498,0.15,96
25.415,0.1491,0.15,96
25.419,0.1485,0.15,96
25.425,0.1481,0.15,96
25.43,0.1479,0.15,96
25.434,0.1485,0.15,96
25.439,0.149,0.15,96
25.444,0.1497,0.15,96
25.449,0.1499,0.15,96
25.454,0.1501,0.15,96
25.458,0.1493,0.15,96
25.464,0.149,0.15,96
25.468,0.1494,0.15,96
25.473,0.1497,0.15,96
25.478,0.1499,0.15,96
25.483,0.1501,0.15,96
25.488,0.1514,0.15,96
25.493,0.1502,0.15,96
25.497,0.1503,0.15,96
25.503,0.1504,0.15,96
25.508,0.1516,0.15,96
25.512,0.1515,0.15,96
25.517,0.1503,0.15,96
25.522,0.1509,0.15,96
25.527,0.152,0.15,96
25.532,0.1516,0.15,96
25.536,0.1505,0.15,96
25.542,0.1517,0.15,96
25.546,0.1514,0.15,96
25.551,0.1512,0.15,96
25.556,0.151,0.15,96
25.561,0.15,0.15,96
25.566,0.1504,0.15,96
25.571,0.1504,0.15,96
25.576,0.1505,0.15,96
25.581,0.1505,0.15,96
25.586,0.1503,0.15,96
25.59,0.1494,0.15,96
25.595,0.1497,0.15,96
25.6,0.1511,0.15,96
25.605,0.1508,0.15,96
25.61,0.1498,0.15,96
25.615,0.1511,0.15,96
25.619,0.1504,0.15,96
25.625,0.1498,0.15,96
25.629,0.1491,0.15,96
25.634,0.1494,0.15,96
25.639,0.1488,0.15,96
25.644,0.1484,0.15,96
25.649,0.1489,0.15,96
25.654,0.1484,0.15,96
25.658,0.1489,0.15,96
25.663,0.1484,0.15,96
25.668,0.1501,0.15,96
25.673,0.1493,0.15,96
25.678,0.1489,0.15,96
25.682,0.1486,0.15,96
25.688,0.1492,0.15,96
25.693,0.1495,0.15,96
25.697,0.1498,0.15,96
25.702,0.1501,0.15,96
25.707,0.1504,0.15,96
25.712,0.1496,0.15,96
25.717,0.1499,0.15,96
25.722,0.15,0.15,96
25.727,0.1502,0.15,96
25.731,0.1505,0.15,96
25.737,0.1517,0.15,96
25.741,0.1506,0.15,96
25.746,0.1506,0.15,96
25.751,0.1496,0.15,96
25.756,0.1489,0.15,96
25.761,0.1493,0.15,96
25.766,0.1481,0.15,96
25.771,0.1487,0.15,96
25.776,0.1482,0.15,96
25.78,0.1488,0.15,96
25.785,0.1486,0.15,96
25.79,0.1491,0.15,96
25.795,0.1485,0.15,96
25.8,0.1481,0.15,96
25.805,0.1488,0.15,96
25.809,0.1486,0.15,96
25.814,0.1491,0.15,96
25.819,0.1485,0.15,96
25.824,0.1484,0.15,96
25.828,0.1482,0.15,96
25.834,0.1489,0.15,96
25.839,0.1483,0.15,96
25.843,0.1483,0.15,96
25.848,0.1489,0.15,96
25.853,0.1493,0.15,96
25.858,0.1496,0.15,96
25.863,0.1489,0.15,96
25.868,0.1493,0.15,96
25.872,0.1508,0.15,96
25.877,0.1507,0.15,96
25.882,0.1507,0.15,96
25.887,0.1497,0.15,96
25.892,0.1499,0.15,96
25.897,0.1501,0.15,96
25.901,0.1492,0.15,96
25.907,0.1488,0.15,96
25.911,0.1493,0.15,96
25.916,0.1486,0.15,96
25.921,0.1492,0.15,96
25.926,0.1497,0.15,96
25.931,0.149,0.15,96
25.936,0.1505,0.15,96
25.941,0.1505,0.15,96
25.946,0.1499,0.15,96
25.95,0.1501,0.15,96
25.956,0.1502,0.15,96
25.96,0.1503,0.15,96
25.965,0.1497,0.15,96
25.97,0.1499,0.15,96
25.975,0.15,0.15,96
25.98,0.1502,0.15,96
25.984,0.1503,0.15,96
25.989,0.1504,0.15,96
25.994,0.1496,0.15,96
25.999,0.1499,0.15,96
26.004,0.1494,0.15,96
26.009,0.1497,0.15,96
26.014,0.1491,0.15,96
26.019,0.1485,0.15,96
26.023,0.1484,0.15,96
26.028,0.148,0.15,96
26.033,0.1479,0.15,96
26.038,0.1487,0.15,96
26.043,0.1492,0.15,96
26.048,0.1486,0.15,96
26.053,0.1481,0.15,96
26.057,0.1478,0.15,96
26.062,0.1474,0.15,96
26.068,0.1473,0.15,96
26.072,0.1471,0.15,96
26.077,0.1482,0.15,96
26.082,0.1478,0.15,96
26.087,0.1485,0.15,96
26.092,0.1481,0.15,96
26.097,0.1487,0.15,96
26.101,0.1482,0.15,96
26.106,0.15,0.15,96
26.111,0.1492,0.15,96
26.116,0.1488,0.15,96
26.121,0.1483,0.15,96
26.126,0.1484,0.15,96
26.131,0.148,0.15,96
26.135,0.1498,0.15,96
26.14,0.15,0.15,96
26.145,0.1507,0.15,96
26.15,0.1507,0.15,96
26.155,0.1509,0.15,96
26.16,0.1508,0.15,96
26.165,0.1507,0.15,96
26.169,0.1507,0.15,96
26.174,0.1507,0.15,96
26.18,0.1507,0.15,96
26.184,0.1502,0.15,96
26.189,0.1493,0.15,96
26.194,0.1486,0.15,96
26.199,0.1493,0.15,96
26.203,0.1487,0.15,96
26.209,0.1503,0.15,96
26.214,0.1494,0.15,96
26.218,0.1488,0.15,96
26.223,0.1491,0.15,96
26.228,0.1495,0.15,96
26.233,0.1498,0.15,96
26.238,0.15,0.15,96
26.243,0.1496,0.15,96
26.248,0.1498,0.15,96
26.252,0.149,0.15,96
26.257,0.1503,0.15,96
26.262,0.1504,0.15,96
26.267,0.1505,0.15,96
26.272,0.1507,0.15,96
26.277,0.15,0.15,96
26.281,0.1501,0.15,96
26.286,0.1492,0.15,96
26.291,0.1498,0.15,96
26.296,0.15,0.15,96
26.301,0.1492,0.15,96
26.306,0.1489,0.15,96
26.311,0.1493,0.15,96
26.316,0.1486,0.15,96
26.321,0.1491,0.15,96
26.326,0.148,0.15,96
26.33,0.1499,0.15,96
26.335,0.1492,0.15,96
26.34,0.1495,0.15,96
26.345,0.1498,0.15,96
26.35,0.1512,0.15,96
26.355,0.151,0.15,96
26.36,0.1509,0.15,96
26.365,0.1502,0.15,96
26.369,0.1494,0.15,96
26.374,0.1487,0.15,96
26.379,0.1484,0.15,96
26.384,0.1474,0.15,96
26.389,0.1481,0.15,96
26.394,0.1478,0.15,96
26.399,0.1475,0.15,96
26.403,0.1474,0.15,96
26.408,0.1482,0.15,96
26.413,0.1478,0.15,96
26.418,0.1476,0.15,96
26.423,0.1475,0.15,96
26.428,0.1474,0.15,96
26.432,0.1482,0.15,96
26.437,0.1488,0.15,96
26.442,0.1492,0.15,96
26.447,0.1486,0.15,96
26.452,0.1482,0.15,96
26.457,0.1487,0.15,96
26.462,0.1492,0.15,96
26.467,0.1496,0.15,96
26.471,0.1498,0.15,96
26.476,0.149,0.15,96
26.481,0.1494,0.15,96
26.486,0.1493,0.15,96
26.491,0.1497,0.15,96
26.496,0.1499,0.15,96
26.501,0.1501,0.15,96
26.506,0.1498,0.15,96
26.511,0.1491,0.15,96
26.515,0.1485,0.15,96
26.52,0.1481,0.15,96
26.525,0.1482,0.15,96
26.53,0.1489,0.15,96
26.534,0.1483,0.15,96
26.54,0.1479,0.15,96
26.544,0.1476,0.15,96
26.549,0.1484,0.15,96
26.554,0.1479,0.15,96
26.559,0.1486,0.15,96
26.564,0.1491,0.15,96
26.569,0.1497,0.15,96
26.574,0.1489,0.15,96
26.578,0.1484,0.15,96
26.583,0.1479,0.15,96
26.588,0.1486,0.15,96
26.593,0.1481,0.15,96
26.598,0.1488,0.15,96
26.603,0.1476,0.15,96
26.608,0.1476,0.15,96
26.612,0.1483,0.15,96
26.617,0.1489,0.15,96
26.622,0.1493,0.15,96
26.627,0.1486,0.15,96
26.632,0.1502,0.15,96
26.637,0.1493,0.15,96
26.642,0.1487,0.15,96
26.646,0.1494,0.15,96
26.651,0.1508,0.15,96
26.656,0.1508,0.15,96
26.661,0.1519,0.15,96
26.666,0.1509,0.15,96
26.671,0.1508,0.15,96
26.676,0.1507,0.15,96
26.681,0.1509,0.15,96
26.686,0.1502,0.15,96
26.691,0.1514,0.15,96
26.695,0.1503,0.15,96
26.7,0.1506,0.15,96
26.705,0.1506,0.15,96
26.71,0.1518,0.15,96
26.715,0.1515,0.15,96
26.719,0.1513,0.15,96
26.725,0.1504,0.15,96
26.729,0.1498,0.15,96
26.734,0.15,0.15,96
26.739,0.1502,0.15,96
26.744,0.1505,0.15,96
26.749,0.1496,0.15,96
26.754,0.1489,0.15,96
26.758,0.1483,0.15,96
26.763,0.1482,0.15,96
26.768,0.1488,0.15,96
26.773,0.1504,0.15,96
26.778,0.1505,0.15,96
26.783,0.1507,0.15,96
26.788,0.1519,0.15,96
26.793,0.1515,0.15,96
26.798,0.1513,0.15,96
26.803,0.1503,0.15,96
26.807,0.1504,0.15,96
26.812,0.1516,0.15,96
26.817,0.1513,0.15,96
26.822,0.1512,0.15,96
26.827,0.1501,0.15,96
26.832,0.1493,0.15,96
26.836,0.1496,0.15,96
26.842,0.1489,0.15,96
26.846,0.1487,0.15,96
26.851,0.1492,0.15,96
26.856,0.1495,0.15,96
26.861,0.1488,0.15,96
26.866,0.1486,0.15,96
26.87,0.1491,0.15,96
26.875,0.1494,0.15,96
26.881,0.1488,0.15,96
26.885,0.1484,0.15,96
26.89,0.148,0.15,96
26.895,0.1477,0.15,96
26.9,0.1484,0.15,96
26.905,0.1483,0.15,96
26.91,0.1489,0.15,96
26.915,0.1493,0.15,96
26.919,0.1496,0.15,96
26.924,0.1496,0.15,96
26.929,0.1499,0.15,96
26.934,0.15,0.15,96
26.939,0.1514,0.15,96
26.943,0.1512,0.15,96
26.949,0.151,0.15,96
26.953,0.1509,0.15,96
26.958,0.1511,0.15,96
26.963,0.1499,0.15,96
26.968,0.1491,0.15,96
26.973,0.1485,0.15,96
26.978,0.1493,0.15,96
26.983,0.1496,0.15,96
26.988,0.1489,0.15,96
26.992,0.1483,0.15,96
26.997,0.1479,0.15,96
27.002,0.1485,0.15,96
27.007,0.149,0.15,96
27.012,0.1494,0.15,96
27.017,0.149,0.15,96
27.022,0.1497,0.15,96
27.026,0.1495,0.15,96
27.031,0.1497,0.15,96
27.036,0.15,0.15,96
27.041,0.1492,0.15,96
27.046,0.1486,0.15,96
27.051,0.1491,0.15,96
27.055,0.1487,0.15,96
27.06,0.1482,0.15,96
27.066,0.1496,0.15,96
27.07,0.1499,0.15,96
27.075,0.15,0.15,96
27.08,0.1514,0.15,96
27.085,0.1505,0.15,96
27.09,0.1517,0.15,96
27.094,0.1504,0.15,96
27.099,0.1516,0.15,96
27.104,0.1507,0.15,96
27.109,0.1507,0.15,96
27.114,0.1507,0.15,96
27.119,0.1498,0.15,96
27.124,0.1493,0.15,96
27.129,0.1496,0.15,96
27.134,0.1499,0.15,96
27.139,0.149,0.15,96
27.143,0.149,0.15,96
27.148,0.1494,0.15,96
27.153,0.1497,0.15,96
27.158,0.1499,0.15,96
27.163,0.1491,0.15,96
27.168,0.1495,0.15,96
27.173,0.1488,0.15,96
27.177,0.1493,0.15,96
27.182,0.1486,0.15,96
27.187,0.1483,0.15,96
27.192,0.148,0.15,96
27.197,0.1498,0.15,96
27.201,0.149,0.15,96
27.207,0.1499,0.15,96
27.211,0.15,0.15,96
27.216,0.1502,0.15,96
27.221,0.1502,0.15,96
27.226,0.1491,0.15,96
27.231,0.1495,0.15,96
27.236,0.1498,0.15,96
27.241,0.149,0.15,96
27.246,0.1494,0.15,96
27.25,0.1489,0.15,96
27.255,0.1485,0.15,96
27.26,0.149,0.15,96
27.265,0.1499,0.15,96
27.27,0.1501,0.15,96
27.275,0.1492,0.15,96
27.28,0.1496,0.15,96
27.285,0.1491,0.15,96
27.289,0.1485,0.15,96
27.294,0.1491,0.15,96
27.299,0.1495,0.15,96
27.304,0.1491,0.15,96
27.309,0.1495,0.15,96
27.314,0.1488,0.15,96
27.319,0.1482,0.15,96
27.323,0.1478,0.15,96
27.328,0.1488,0.15,96
27.333,0.1493,0.15,96
27.338,0.1487,0.15,96
27.343,0.1491,0.15,96
27.348,0.1498,0.15,96
27.353,0.15,0.15,96
27.357,0.1501,0.15,96
27.363,0.1492,0.15,96
27.367,0.1487,0.15,96
27.372,0.1492,0.15,96
27.377,0.1485,0.15,96
27.382,0.1481,0.15,96
27.387,0.1474,0.15,96
27.392,0.1482,0.15,96
27.397,0.149,0.15,96
27.401,0.1484,0.15,96
27.406,0.1484,0.15,96
27.411,0.148,0.15,96
27.416,0.1477,0.15,96
27.421,0.1475,0.15,96
27.426,0.1476,0.15,96
27.431,0.1474,0.15,96
27.435,0.1482,0.15,96
27.44,0.1488,0.15,96
27.445,0.1486,0.15,96
27.45,0.1481,0.15,96
27.455,0.1477,0.15,96
27.459,0.1484,0.15,96
27.465,0.1491,0.15,96
27.469,0.1494,0.15,96
27.474,0.1497,0.15,96
27.479,0.149,0.15,96
27.484,0.1484,0.15,96
27.489,0.1489,0.15,96
27.494,0.1484,0.15,96
27.499,0.1501,0.15,96
27.503,0.1496,0.15,96
27.509,0.1501,0.15,96
27.513,0.1493,0.15,96
27.518,0.1487,0.15,96
27.523,0.1482,0.15,96
27.528,0.15,0.15,96
27.533,0.1501,0.15,96
27.538,0.1502,0.15,96
27.543,0.1515,0.15,96
27.547,0.1503,0.15,96
27.553,0.1494,0.15,96
27.557,0.1497,0.15,96
27.562,0.1499,0.15,96
27.567,0.1491,0.15,96
27.572,0.1485,0.15,96
27.577,0.149,0.15,96
27.581,0.1486,0.15,96
27.586,0.1487,0.15,96
27.591,0.1492,0.15,96
27.596,0.1485,0.15,96
27.601,0.1491,0.15,96
27.606,0.1485,0.15,96
27.611,0.149,0.15,96
27.616,0.1494,0.15,96
27.621,0.1497,0.15,96
27.626,0.1493,0.15,96
27.631,0.1486,0.15,96
27.635,0.1494,0.15,96
27.64,0.1509,0.15,96
27.645,0.1501,0.15,96
27.65,0.1493,0.15,96
27.655,0.1489,0.15,96
27.66,0.1493,0.15,96
27.665,0.1487,0.15,96
27.669,0.1492,0.15,96
27.674,0.1485,0.15,96
27.679,0.149,0.15,96
27.684,0.1499,0.15,96
27.689,0.1501,0.15,96
27.694,0.1502,0.15,96
27.699,0.1515,0.15,96
27.704,0.1502,0.15,96
27.708,0.1494,0.15,96
27.714,0.1497,0.15,96
27.719,0.1489,0.15,96
27.723,0.1484,0.15,96
27.728,0.1501,0.15,96
27.733,0.1493,0.15,96
27.738,0.1507,0.15,96
27.743,0.1497,0.15,96
27.748,0.1492,0.15,96
27.753,0.1485,0.15,96
27.758,0.148,0.15,96
27.762,0.1477,0.15,96
27.767,0.1478,0.15,96
27.772,0.1487,0.15,96
27.777,0.1482,0.15,96
27.782,0.1488,0.15,96
27.786,0.1483,0.15,96
27.792,0.1491,0.15,96
27.797,0.1495,0.15,96
27.801,0.1497,0.15,96
27.806,0.1499,0.15,96
27.811,0.1501,0.15,96
27.816,0.1504,0.15,96
27.821,0.1505,0.15,96
27.826,0.1489,0.15,96
27.831,0.1485,0.15,96
27.836,0.1493,0.15,96
27.84,0.1496,0.15,96
27.845,0.1503,0.15,96
27.85,0.1498,0.15,96
27.855,0.15,0.15,96
27.86,0.1501,0.15,96
27.865,0.1514,0.15,96
27.87,0.1512,0.15,96
27.875,0.1503,0.15,96
27.879,0.1516,0.15,96
27.884,0.1507,0.15,96
27.889,0.1506,0.15,96
27.894,0.1518,0.15,96
27.899,0.1505,0.15,96
27.904,0.1499,0.15,96
27.909,0.15,0.15,96
27.913,0.1502,0.15,96
27.918,0.1505,0.15,96
27.923,0.1505,0.15,96
27.928,0.1507,0.15,96
27.933,0.1507,0.15,96
27.938,0.1518,0.15,96
27.943,0.1518,0.15,96
27.948,0.1515,0.15,96
27.953,0.1503,0.15,96
27.958,0.1503,0.15,96
27.963,0.1504,0.15,96
27.967,0.1495,0.15,96
27.972,0.149,0.15,96
27.977,0.1494,0.15,96
27.982,0.1497,0.15,96
27.987,0.1483,0.15,96
27.991,0.1479,0.15,96
27.997,0.1485,0.15,96
28.002,0.149,0.15,96
28.006,0.1484,0.15,96
28.011,0.149,0.15,96
28.016,0.1488,0.15,96
28.021,0.1492,0.15,96
28.025,0.1479,0.15,96
28.031,0.1486,0.15,96
28.036,0.1491,0.15,96
28.04,0.1494,0.15,96
28.045,0.1481,0.15,96
28.05,0.1478,0.15,96
28.055,0.1485,0.15,96
28.06,0.148,0.15,96
28.065,0.1488,0.15,96
28.07,0.1492,0.15,96
28.075,0.1507,0.15,96
28.08,0.1507,0.15,96
28.084,0.1502,0.15,96
28.089,0.1496,0.15,96
28.094,0.1498,0.15,96
